0.000000, 0.000000
3.420201, 4.493601
6.840403, -0.819448
10.260604, -15.939146
13.680806, -40.865495
17.101007, -75.598494
20.521209, -120.138143
23.941410, -174.484442
27.361611, -238.637390
30.781813, -312.596989
34.202014, -396.363238
37.622216, -489.936137
41.042417, -593.315686
44.462619, -706.501884
47.882820, -829.494733
51.303021, -962.294232
54.723223, -1104.900381
58.143424, -1257.313179
61.563626, -1419.532628
64.983827, -1591.558727
68.404029, -1773.391476
71.824230, -1965.030875
75.244432, -2166.476923
78.664633, -2377.729622
82.084834, -2598.788971
85.505036, -2829.654970
88.925237, -3070.327619
92.345439, -3320.806917
95.765640, -3581.092866
99.185842, -3851.185465
102.606043, -4131.084714
106.026244, -4420.790613
109.446446, -4720.303161
112.866647, -5029.622360
116.286849, -5348.748209
119.707050, -5677.680708
123.127252, -6016.419857
126.547453, -6364.965655
129.967654, -6723.318104
133.387856, -7091.477203
136.808057, -7469.442952
140.228259, -7857.215350
143.648460, -8254.794399
147.068662, -8662.180098
150.488863, -9079.372447
153.909064, -9506.371446
157.329266, -9943.177094
160.749467, -10389.789393
164.169669, -10846.208342
167.589870, -11312.433941
171.010072, -11788.466190
174.430273, -12274.305088
177.850475, -12769.950637
181.270676, -13275.402836
184.690877, -13790.661685
188.111079, -14315.727184
191.531280, -14850.599332
194.951482, -15395.278131
198.371683, -15949.763580
201.791885, -16514.055679
205.212086, -17088.154428
208.632287, -17672.059826
212.052489, -18265.771875
215.472690, -18869.290574
218.892892, -19482.615923
222.313093, -20105.747921
225.733295, -20738.686570
229.153496, -21381.431869
232.573697, -22033.983818
235.993899, -22696.342417
239.414100, -23368.507665
242.834302, -24050.479564
246.254503, -24742.258113
249.674705, -25443.843312
253.094906, -26155.235161
256.515107, -26876.433659
259.935309, -27607.438808
263.355510, -28348.250607
266.775712, -29098.869056
270.195913, -29859.294155
273.616115, -30629.525903
277.036316, -31409.564302
280.456518, -32199.409351
283.876719, -32999.061050
287.296920, -33808.519399
290.717122, -34627.784397
294.137323, -35456.856046
297.557525, -36295.734345
300.977726, -37144.419294
304.397928, -38002.910893
307.818129, -38871.209141
311.238330, -39749.314040
314.658532, -40637.225589
318.078733, -41534.943788
321.498935, -42442.468636
324.919136, -43359.800135
328.339338, -44286.938284
331.759539, -45223.883083
335.179740, -46170.634532
338.599942, -47127.192630
342.020143, -48093.557379
345.440345, -49069.728778
348.860546, -50055.706827
352.280748, -51051.491526
355.700949, -52057.082874
359.121150, -53072.480873
